"country","daily","revenue"
"United Arab Emirates","2007-4-8","5.98"
"United Arab Emirates","2007-4-9","8.96"
"United Arab Emirates","2007-5-14","4.99"
"United Kingdom","2007-2-14","6.99"
"United Kingdom","2007-2-15","11.97"
"United Kingdom","2007-2-16","8.98"
"United Kingdom","2007-2-17","44.93"
"United Kingdom","2007-2-18","34.94"
"United Kingdom","2007-2-19","36.92"
"United Kingdom","2007-2-20","22.94"
"United Kingdom","2007-2-21","14.95"
"United Kingdom","2007-3-1","57.86"
"United Kingdom","2007-3-17","24.93"
"United Kingdom","2007-3-18","22.96"
"United Kingdom","2007-3-19","46.89"
"United Kingdom","2007-3-2","29.93"
"United Kingdom","2007-3-20","18.93"
"United Kingdom","2007-3-21","28.92"
"United Kingdom","2007-3-22","25.93"
"United Kingdom","2007-3-23","19.93"
"United Kingdom","2007-4-10","15.96"
"United Kingdom","2007-4-11","9.96"
"United Kingdom","2007-4-12","10.97"
"United Kingdom","2007-4-27","26.90"
"United Kingdom","2007-4-28","32.93"
"United Kingdom","2007-4-29","67.87"
"United Kingdom","2007-4-30","81.85"
"United Kingdom","2007-4-5","2.99"
"United Kingdom","2007-4-6","21.95"
"United Kingdom","2007-4-7","30.92"
"United Kingdom","2007-4-8","47.87"
"United Kingdom","2007-4-9","29.93"
"United Kingdom","2007-5-14","11.96"
"United States","2007-2-14","2.99"
"United States","2007-2-15","68.80"
"United States","2007-2-16","49.84"
"United States","2007-2-17","101.76"
"United States","2007-2-18","77.79"
"United States","2007-2-19","63.83"
"United States","2007-2-20","78.85"
"United States","2007-2-21","30.91"
"United States","2007-3-1","204.53"
"United States","2007-3-16","30.94"
"United States","2007-3-17","182.60"
"United States","2007-3-18","137.61"
"United States","2007-3-19","149.67"
"United States","2007-3-2","169.58"
"United States","2007-3-20","146.63"
"United States","2007-3-21","208.55"
"United States","2007-3-22","107.75"
"United States","2007-3-23","181.59"
"United States","2007-4-10","101.76"
"United States","2007-4-11","135.74"
"United States","2007-4-12","115.69"
"United States","2007-4-26","18.96"
"United States","2007-4-27","153.64"
"United States","2007-4-28","156.63"
"United States","2007-4-29","155.67"
"United States","2007-4-30","333.24"
"United States","2007-4-5","21.96"
"United States","2007-4-6","112.73"
"United States","2007-4-7","92.81"
"United States","2007-4-8","135.66"
"United States","2007-4-9","127.71"
"United States","2007-5-14","28.89"
"Venezuela","2007-2-15","9.97"
"Venezuela","2007-2-16","20.96"
"Venezuela","2007-2-17","9.97"
"Venezuela","2007-2-18","18.96"
"Venezuela","2007-2-19","17.96"
"Venezuela","2007-2-20","24.95"
"Venezuela","2007-2-21","11.96"
"Venezuela","2007-3-1","29.91"
"Venezuela","2007-3-16","0.99"
"Venezuela","2007-3-17","25.96"
"Venezuela","2007-3-18","25.94"
"Venezuela","2007-3-19","20.93"
"Venezuela","2007-3-2","22.94"
"Venezuela","2007-3-20","35.93"
"Venezuela","2007-3-21","18.96"
"Venezuela","2007-3-22","20.94"
"Venezuela","2007-3-23","16.95"
"Venezuela","2007-4-10","19.95"
"Venezuela","2007-4-11","0.99"
"Venezuela","2007-4-12","24.94"
"Venezuela","2007-4-26","4.99"
"Venezuela","2007-4-27","15.95"
"Venezuela","2007-4-28","12.96"
"Venezuela","2007-4-29","24.95"
"Venezuela","2007-4-30","76.82"
"Venezuela","2007-4-5","1.99"
"Venezuela","2007-4-6","20.96"
"Venezuela","2007-4-7","31.90"
"Venezuela","2007-4-8","9.97"
"Venezuela","2007-4-9","45.90"
"Venezuela","2007-5-14","5.98"
"Vietnam","2007-2-15","10.97"
"Vietnam","2007-2-16","18.97"
"Vietnam","2007-2-17","9.98"
"Vietnam","2007-2-18","8.99"
"Vietnam","2007-2-19","23.95"
"Vietnam","2007-2-20","5.98"
"Vietnam","2007-2-21","1.98"
"Vietnam","2007-3-1","58.88"
"Vietnam","2007-3-16","0.99"
"Vietnam","2007-3-17","15.97"
"Vietnam","2007-3-18","36.92"
"Vietnam","2007-3-19","42.90"
"Vietnam","2007-3-2","17.95"
"Vietnam","2007-3-20","13.97"
"Vietnam","2007-3-21","36.91"
"Vietnam","2007-3-22","32.90"
"Vietnam","2007-3-23","20.96"
"Vietnam","2007-4-10","44.92"
"Vietnam","2007-4-11","34.94"
"Vietnam","2007-4-12","24.94"
"Vietnam","2007-4-27","18.95"
"Vietnam","2007-4-28","11.96"
"Vietnam","2007-4-29","34.91"
"Vietnam","2007-4-30","48.88"
"Vietnam","2007-4-5","12.98"
"Vietnam","2007-4-6","6.99"
"Vietnam","2007-4-7","8.97"
"Vietnam","2007-4-8","27.94"
"Vietnam","2007-4-9","31.93"
"Vietnam","2007-5-14","8.97"
"Virgin Islands, U.S.","2007-2-17","8.98"
"Virgin Islands, U.S.","2007-2-18","3.98"
"Virgin Islands, U.S.","2007-2-19","0.99"
"Virgin Islands, U.S.","2007-2-20","7.99"
"Virgin Islands, U.S.","2007-2-21","4.99"
"Virgin Islands, U.S.","2007-3-1","1.99"
"Virgin Islands, U.S.","2007-3-17","4.99"
"Virgin Islands, U.S.","2007-3-18","5.99"
"Virgin Islands, U.S.","2007-3-21","12.97"
"Virgin Islands, U.S.","2007-4-10","0.99"
"Virgin Islands, U.S.","2007-4-11","2.99"
"Virgin Islands, U.S.","2007-4-27","23.96"
"Virgin Islands, U.S.","2007-4-28","4.99"
"Virgin Islands, U.S.","2007-4-29","4.97"
"Virgin Islands, U.S.","2007-4-30","19.95"
"Virgin Islands, U.S.","2007-4-7","4.99"
"Virgin Islands, U.S.","2007-4-9","5.98"
"Yemen","2007-2-14","2.99"
"Yemen","2007-2-15","2.97"
"Yemen","2007-2-16","7.99"
"Yemen","2007-2-17","4.99"
"Yemen","2007-2-18","6.98"
"Yemen","2007-2-19","7.98"
"Yemen","2007-2-20","9.98"
"Yemen","2007-2-21","5.98"
"Yemen","2007-3-1","8.97"
"Yemen","2007-3-17","18.93"
"Yemen","2007-3-18","32.95"
"Yemen","2007-3-19","18.95"
"Yemen","2007-3-2","11.97"
"Yemen","2007-3-20","9.98"
"Yemen","2007-3-21","37.94"
"Yemen","2007-3-22","4.99"
"Yemen","2007-3-23","13.97"
"Yemen","2007-4-10","0.99"
"Yemen","2007-4-11","26.94"
"Yemen","2007-4-12","9.97"
"Yemen","2007-4-26","16.98"
"Yemen","2007-4-27","8.97"
"Yemen","2007-4-28","11.97"
"Yemen","2007-4-29","46.90"
"Yemen","2007-4-30","31.93"
"Yemen","2007-4-6","30.94"
"Yemen","2007-4-7","22.94"
"Yemen","2007-4-8","37.94"
"Yemen","2007-4-9","15.96"
"Yemen","2007-5-14","2.99"
"Yugoslavia","2007-2-16","4.98"
"Yugoslavia","2007-2-18","11.98"
"Yugoslavia","2007-2-19","0.99"
"Yugoslavia","2007-2-20","12.97"
"Yugoslavia","2007-3-1","22.96"
"Yugoslavia","2007-3-16","7.99"
"Yugoslavia","2007-3-17","4.99"
"Yugoslavia","2007-3-18","11.98"
"Yugoslavia","2007-3-19","5.98"
"Yugoslavia","2007-3-2","3.99"
"Yugoslavia","2007-3-20","3.98"
"Yugoslavia","2007-3-21","5.99"
"Yugoslavia","2007-3-22","4.99"
"Yugoslavia","2007-3-23","0.99"
"Yugoslavia","2007-4-10","7.99"
"Yugoslavia","2007-4-11","7.97"
"Yugoslavia","2007-4-12","11.97"
"Yugoslavia","2007-4-28","4.99"
"Yugoslavia","2007-4-29","5.99"
"Yugoslavia","2007-4-30","15.97"
"Yugoslavia","2007-4-5","6.99"
"Yugoslavia","2007-4-6","28.94"
"Yugoslavia","2007-4-7","7.98"
"Yugoslavia","2007-4-8","20.95"
"Yugoslavia","2007-4-9","8.99"
"Zambia","2007-2-15","4.99"
"Zambia","2007-2-16","0.99"
"Zambia","2007-2-18","0.99"
"Zambia","2007-2-19","4.99"
"Zambia","2007-2-21","5.98"
"Zambia","2007-3-1","11.98"
"Zambia","2007-3-17","9.98"
"Zambia","2007-3-18","0.99"
"Zambia","2007-3-19","12.98"
"Zambia","2007-3-21","5.99"
"Zambia","2007-3-23","5.99"
"Zambia","2007-4-10","2.99"
"Zambia","2007-4-11","4.99"
"Zambia","2007-4-12","8.98"
"Zambia","2007-4-27","11.97"
"Zambia","2007-4-29","2.99"
"Zambia","2007-4-30","4.98"
"Zambia","2007-4-7","7.98"
"Zambia","2007-4-9","9.98"
"Zambia","2007-5-14","0.99"
